# nB[fm-3], eps[MeVfm-3], p[MeVfm-3], M*_p[MeV], M*_n[MeV], chempo_p[MeV], chempo_n[MeV], xp[], kF_p[MeV], kF_n[MeV], gamma_fixYp[], dchempo_delta_dYp[MeV]
0.21 201.6774159 6.837131194 493.0130108 493.0130108 851.2676431 992.9264148 0.05950072161 141.65785 355.510739 3.465052689 -1202.669457
0.215 206.6487373 7.408104929 486.1645278 486.1645278 852.1922668 995.6132196 0.06031296356 143.4200424 358.2069728 3.437742197 -1206.841802
0.22 211.6336577 8.006812487 479.4548139 479.4548139 853.1849938 998.3657736 0.06113870171 145.1798805 360.8567579 3.41133789 -1210.862706
0.225 216.6325019 8.633553607 472.8819153 472.8819153 854.2449384 1001.182469 0.06197655079 146.936642 363.4618851 3.385757199 -1214.753704
0.23 221.6455866 9.288603676 466.4438584 466.4438584 855.3712436 1004.061697 0.0628251184 148.6895753 366.0240558 3.360919162 -1218.534927
0.235 226.6732204 9.972212711 460.1386494 460.1386494 856.5630622 1007.001843 0.06368301656 150.4379131 368.5448878 3.336746393 -1222.225087
0.24 231.7157039 10.68460451 453.9642735 453.9642735 857.8195431 1010.001285 0.06454887155 152.1808839 371.0259211 3.313166381 -1225.841486
0.245 236.7733294 11.42597596 447.9186952 447.9186952 859.1398192 1013.058389 0.06542133219 153.9177217 373.4686224 3.29011228 -1229.400036
0.25 241.8463811 12.19649656 441.9998586 441.9998586 860.5229984 1016.171511 0.06629907685 155.6476735 375.8743897 3.267523326 -1232.915295
0.255 246.9351351 12.99630806 436.2056889 436.2056889 861.9681566 1019.338993 0.06718081935 157.3700064 378.2445562 3.24534498 -1236.400515
0.26 252.0398589 13.82552438 430.5340929 430.5340929 863.474333 1022.559166 0.06806531384 159.0840126 380.5803943 3.223528872 -1239.86769
0.265 257.1608118 14.68423159 424.9829614 424.9829614 865.0405265 1025.830352 0.06895135887 160.7890138 382.8831185 3.202032599 -1243.327616
0.27 262.2982446 15.57248818 419.5501709 419.5501709 866.665694 1029.150862 0.06983780071 162.4843646 385.1538888 3.180819425 -1246.789955
0.275 267.4523998 16.49032538 414.2335855 414.2335855 868.3487501 1032.519001 0.07072353595 164.1694552 387.3938134 3.159857923 -1250.26329
