# nB[fm-3], eps[MeVfm-3], p[MeVfm-3], M*_p[MeV], M*_n[MeV], chempo_p[MeV], chempo_n[MeV], xp[], kF_p[MeV], kF_n[MeV], gamma_fixYp[], dchempo_delta_dYp[MeV]
0.945 1192.616092 388.1564162 127.5966769 127.5966769 1370.088295 1672.775141 0.128993126 302.6864146 572.1078857 1.720237603 -1831.398671
0.95 1200.989303 391.6923537 127.0997919 127.0997919 1373.262269 1676.507007 0.1290250254 303.2443071 573.1081234 1.716955242 -1834.985384
0.955 1209.381141 395.2349335 126.6079701 126.6079701 1376.425964 1680.226256 0.1290562188 303.7998626 574.1049635 1.713716099 -1838.557392
0.96 1217.791544 398.7841134 126.1211283 126.1211283 1379.57944 1683.932977 0.129086723 304.3531073 575.0984341 1.710519385 -1842.114839
0.965 1226.22045 402.339852 125.6391855 125.6391855 1382.722761 1687.627256 0.1291165544 304.9040671 576.0885628 1.707364325 -1845.657869
0.97 1234.667796 405.9021084 125.1620622 125.1620622 1385.855985 1691.30918 0.1291457287 305.4527673 577.0753768 1.704250165 -1849.186621
0.975 1243.133521 409.4708427 124.6896808 124.6896808 1388.979175 1694.978835 0.1291742614 305.999233 578.0589031 1.701176167 -1852.701236
0.98 1251.617564 413.0460153 124.2219653 124.2219653 1392.092391 1698.636306 0.1292021674 306.5434884 579.0391684 1.698141611 -1856.201851
0.985 1260.119864 416.6275873 123.7588416 123.7588416 1395.195694 1702.281677 0.1292294614 307.0855576 580.0161987 1.695145792 -1859.6886
0.99 1268.640361 420.2155207 123.3002368 123.3002368 1398.289143 1705.915032 0.1292561575 307.6254643 580.9900202 1.692188021 -1863.161617
0.995 1277.178995 423.8097778 122.8460799 122.8460799 1401.3728 1709.536455 0.1292822695 308.1632316 581.9606585 1.689267626 -1866.621033
1 1285.735706 427.4103216 122.3963014 122.3963014 1404.446722 1713.146027 0.129307811 308.6988822 582.9281387 1.686383948 -1870.066979
1.005 1294.310435 431.0171157 121.9508332 121.9508332 1407.510971 1716.743832 0.1293327949 309.2324385 583.8924859 1.683536344 -1873.499582
1.01 1302.903125 434.6301242 121.5096085 121.5096085 1410.565605 1720.329949 0.129357234 309.7639225 584.8537248 1.680724185 -1876.918968
1.015 1311.513715 438.2493118 121.0725622 121.0725622 1413.610684 1723.90446 0.1293811406 310.2933558 585.8118798 1.677946855 -1880.325262
1.02 1320.14215 441.8746437 120.6396303 120.6396303 1416.646265 1727.467445 0.129404527 310.8207596 586.7669749 1.675203753 -1883.718587
1.025 1328.788371 445.5060856 120.2107504 120.2107504 1419.672408 1731.018982 0.1294274048 311.3461548 587.7190339 1.67249429 -1887.099063
1.03 1337.452321 449.1436039 119.7858612 119.7858612 1422.68917 1734.55915 0.1294497854 311.8695619 588.6680804 1.669817891 -1890.46681
1.035 1346.133944 452.7871653 119.3649028 119.3649028 1425.696609 1738.088028 0.1294716801 312.391001 589.6141375 1.667173993 -1893.821947
1.04 1354.833183 456.4367371 118.9478163 118.9478163 1428.694783 1741.605692 0.1294930996 312.9104921 590.5572281 1.664562043 -1897.164589
1.045 1363.549982 460.0922869 118.5345442 118.5345442 1431.683748 1745.112219 0.1295140545 313.4280545 591.497375 1.661981504 -1900.49485
1.05 1372.284286 463.753783 118.1250302 118.1250302 1434.663562 1748.607685 0.1295345553 313.9437075 592.4346006 1.659431848 -1903.812845
1.055 1381.03604 467.4211941 117.719219 117.719219 1437.63428 1752.092165 0.1295546118 314.45747 593.3689269 1.656912559 -1907.118684
1.06 1389.80519 471.0944893 117.3170565 117.3170565 1440.59596 1755.565735 0.1295742339 314.9693605 594.3003758 1.65442313 -1910.412478
1.065 1398.59168 474.7736382 116.9184897 116.9184897 1443.548656 1759.028468 0.1295934311 315.4793972 595.2289689 1.651963068 -1913.694334
1.07 1407.395456 478.4586106 116.5234665 116.5234665 1446.492425 1762.480437 0.1296122128 315.9875982 596.1547277 1.649531888 -1916.964362
1.075 1416.216466 482.1493771 116.131936 116.131936 1449.427321 1765.921715 0.1296305879 316.4939811 597.0776732 1.647129117 -1920.222665
1.08 1425.054656 485.8459084 115.7438482 115.7438482 1452.353399 1769.352374 0.1296485653 316.9985633 597.9978263 1.644754289 -1923.469349
1.085 1433.909972 489.5481758 115.3591541 115.3591541 1455.270714 1772.772487 0.1296661536 317.5013619 598.9152075 1.642406951 -1926.704516
1.09 1442.782363 493.2561509 114.9778058 114.9778058 1458.179319 1776.182123 0.1296833613 318.0023938 599.8298374 1.640086658 -1929.928268
1.095 1451.671776 496.9698057 114.5997561 114.5997561 1461.079268 1779.581353 0.1297001965 318.5016755 600.741736 1.637792974 -1933.140704
1.1 1460.57816 500.6891126 114.2249589 114.2249589 1463.970615 1782.970247 0.1297166671 318.9992235 601.6509232 1.635525472 -1936.341925
1.105 1469.501462 504.4140443 113.8533688 113.8533688 1466.853412 1786.348874 0.1297327811 319.4950537 602.5574188 1.633283733 -1939.532028
1.11 1478.441631 508.1445739 113.4849414 113.4849414 1469.727712 1789.717302 0.1297485459 319.9891821 603.4612422 1.631067348 -1942.711108
1.115 1487.398618 511.880675 113.1196331 113.1196331 1472.593567 1793.075599 0.129763969 320.4816242 604.3624128 1.628875916 -1945.879261
1.12 1496.372371 515.6223213 112.7574011 112.7574011 1475.45103 1796.423832 0.1297790576 320.9723954 605.2609494 1.626709044 -1949.03658
1.125 1505.362839 519.369487 112.3982035 112.3982035 1478.300151 1799.762068 0.1297938189 321.4615107 606.156871 1.624566346 -1952.183159
1.13 1514.369975 523.1221465 112.0419992 112.0419992 1481.140982 1803.090373 0.1298082595 321.9489851 607.0501961 1.622447445 -1955.319089
1.135 1523.393727 526.8802748 111.6887476 111.6887476 1483.973574 1806.408812 0.1298223864 322.4348334 607.9409432 1.62035197 -1958.444459
1.14 1532.434047 530.643847 111.3384091 111.3384091 1486.797976 1809.71745 0.129836206 322.9190698 608.8291304 1.618279559 -1961.55936
1.145 1541.490885 534.4128385 110.9909448 110.9909448 1489.61424 1813.016352 0.1298497247 323.4017087 609.7147758 1.616229857 -1964.663878
1.15 1550.564194 538.1872251 110.6463165 110.6463165 1492.422414 1816.305582 0.1298629488 323.8827642 610.5978972 1.614202515 -1967.7581
1.155 1559.653925 541.9669828 110.3044866 110.3044866 1495.222549 1819.585201 0.1298758844 324.36225 611.4785121 1.612197191 -1970.842113
1.16 1568.76003 545.7520881 109.9654184 109.9654184 1498.014693 1822.855274 0.1298885374 324.8401798 612.3566381 1.61021355 -1973.916
1.165 1577.882462 549.5425176 109.6290755 109.6290755 1500.798894 1826.115862 0.1299009136 325.316567 613.2322922 1.608251264 -1976.979846
1.17 1587.021173 553.3382482 109.2954226 109.2954226 1503.575201 1829.367027 0.1299130188 325.7914249 614.1054916 1.606310011 -1980.033733
1.175 1596.176116 557.1392572 108.9644247 108.9644247 1506.343662 1832.608829 0.1299248585 326.2647665 614.9762531 1.604389475 -1983.077741
1.18 1605.347246 560.945522 108.6360476 108.6360476 1509.104324 1835.841329 0.129936438 326.7366048 615.8445934 1.602489347 -1986.111952
1.185 1614.534514 564.7570205 108.3102576 108.3102576 1511.857235 1839.064586 0.1299477628 327.2069523 616.710529 1.600609321 -1989.136445
1.19 1623.737876 568.5737306 107.9870216 107.9870216 1514.602441 1842.278661 0.1299588378 327.6758217 617.5740762 1.598749101 -1992.151298
1.195 1632.957286 572.3956307 107.6663072 107.6663072 1517.339989 1845.483612 0.1299696683 328.1432252 618.4352511 1.596908394 -1995.156589
1.2 1642.192697 576.2226994 107.3480824 107.3480824 1520.069925 1848.679497 0.1299802591 328.609175 619.2940698 1.595086912 -1998.152394
