# nB[fm-3], eps[MeVfm-3], p[MeVfm-3], M*_p[MeV], M*_n[MeV], chempo_p[MeV], chempo_n[MeV], xp[], kF_p[MeV], kF_n[MeV], gamma_fixYp[], dchempo_delta_dYp[MeV]
0.265 263.1704259 28.95269072 337.3120498 337.3120498 896.4074899 1102.351384 0.1448826773 205.9432597 372.1779703 3.693942543 -1088.372093
0.27 268.7003242 30.90411865 329.6867167 329.6867167 901.1297754 1109.646085 0.1475951205 208.515683 374.1077462 3.696046344 -1097.336253
0.275 274.2672659 32.9539964 322.2954735 322.2954735 906.1267043 1117.168227 0.1502404266 211.0409035 376.0131704 3.694537736 -1106.513586
0.28 279.8723792 35.10354419 315.139057 315.139057 911.3941264 1124.914012 0.152817402 213.5192743 377.8955892 3.689521893 -1115.883786
0.285 285.5167708 37.35364094 308.2170184 308.2170184 916.9267321 1132.878638 0.1553253007 215.9513009 379.7562402 3.681156063 -1125.42644
0.29 291.2015209 39.70483726 301.5277882 301.5277882 922.7181773 1141.056407 0.1577638077 218.3376322 381.5962541 3.669640558 -1135.121227
0.295 296.9276794 42.15737477 295.0687621 295.0687621 928.7612221 1149.440862 0.1601330138 220.6790478 383.4166594 3.655209146 -1144.94812
0.3 302.6962622 44.71121014 288.8364032 288.8364032 935.0478778 1158.024908 0.162433384 222.9764444 385.2183868 3.63811943 -1154.887589
0.305 308.5082485 47.3660427 282.8263536 282.8263536 941.569556 1166.800955 0.1646657201 225.230819 387.0022751 3.618643702 -1164.920785
0.31 314.3645785 50.12134411 277.0335526 277.0335526 948.3172139 1175.761041 0.166831121 227.4432527 388.7690781 3.59706065 -1175.029712
0.315 320.2661519 52.97638884 271.4523543 271.4523543 955.2814924 1184.896955 0.1689309405 229.6148938 390.5194715 3.573648149 -1185.197363
0.32 326.2138272 55.9302845 266.0766434 266.0766434 962.4528437 1194.200349 0.1709667462 231.7469419 392.2540594 3.548677282 -1195.407829
0.325 332.2084206 58.98200104 260.899944 260.899944 969.8216456 1203.662836 0.1729402792 233.8406319 393.9733822 3.522407608 -1205.646377
0.33 338.2507068 62.13039826 255.9155209 255.9155209 977.3783018 1213.276076 0.1748534158 235.8972206 395.6779227 3.495083624 -1215.899494
0.335 344.3414189 65.37425103 251.1164708 251.1164708 985.1133281 1223.031851 0.1767081333 237.9179737 397.3681133 3.466932327 -1226.154907
0.34 350.4812494 68.71227221 246.4958034 246.4958034 993.0174234 1232.922122 0.1785064776 239.9041548 399.0443417 3.438161734 -1236.401571
0.345 356.6708512 72.14313277 242.0465113 242.0465113 1001.081528 1242.939084 0.180250536 241.857016 400.7069568 3.408960197 -1246.629644
0.35 362.9108388 75.66547944 237.7616307 237.7616307 1009.29687 1253.075195 0.1819424125 243.7777895 402.3562737 3.379496374 -1256.830439
0.355 369.2017897 79.2779498 233.6342908 233.6342908 1017.654997 1263.32321 0.1835842073 245.6676817 403.9925785 3.349919698 -1266.996364
0.36 375.5442459 82.97918493 229.6577545 229.6577545 1026.147802 1273.676197 0.1851779995 247.5278673 405.6161322 3.320361218 -1277.120859
0.365 381.9387156 86.76783997 225.8254518 225.8254518 1034.76754 1284.127549 0.1867258329 249.3594857 407.2271745 3.290934696 -1287.198316
0.37 388.3856748 90.64259262 222.1310039 222.1310039 1043.506835 1294.670993 0.1882297045 251.1636381 408.825927 3.261737865 -1297.224005
0.375 394.8855691 94.60214995 218.5682427 218.5682427 1052.358683 1305.300584 0.1896915558 252.9413851 410.4125958 3.232853778 -1307.193994
0.38 401.4388149 98.64525363 215.1312237 215.1312237 1061.316448 1316.010707 0.191113266 254.6937458 411.9873742 3.204352178 -1317.105078
0.385 408.0458015 102.7706839 211.8142343 211.8142343 1070.37386 1326.796066 0.1924966473 256.421697 413.5504441 3.176290852 -1326.954697
0.39 414.7068926 106.9772622 208.6117984 208.6117984 1079.525 1337.651679 0.1938434414 258.1261733 415.1019783 3.148716942 -1336.740871
0.395 421.4224276 111.2638535 205.5186777 205.5186777 1088.764294 1348.572863 0.1951553179 259.8080673 416.6421418 3.121668172 -1346.462132
0.4 428.1927232 115.6293667 202.5298703 202.5298703 1098.086495 1359.555225 0.1964338736 261.4682305 418.1710929 3.095173999 -1356.117463
0.405 435.0180749 120.0727555 199.6406074 199.6406074 1107.486673 1370.594643 0.1976806323 263.1074741 419.6889841 3.069256668 -1365.706241
0.41 441.8987583 124.5930183 196.8463479 196.8463479 1116.960196 1381.68726 0.1988970458 264.7265705 421.1959633 3.043932173 -1375.228184
0.415 448.8350301 129.1891975 194.1427721 194.1427721 1126.50272 1392.829464 0.2000844953 266.3262544 422.6921744 3.019211124 -1384.683306
0.42 455.8271299 133.8603789 191.5257748 191.5257748 1136.110166 1404.017878 0.2012442934 267.9072245 424.1777575 2.995099518 -1394.071877
0.425 462.8752807 138.6056902 188.9914569 188.9914569 1145.778714 1415.249343 0.202377686 269.4701447 425.6528498 2.971599433 -1403.394377
0.43 469.9796902 143.4243002 186.5361173 186.5361173 1155.50478 1426.520908 0.2034858549 271.015646 427.1175858 2.948709636 -1412.651472
0.435 477.140552 148.3154171 184.1562443 184.1562443 1165.285007 1437.829814 0.2045699203 272.5443278 428.5720976 2.926426116 -1421.84398
0.44 484.3580462 153.2782871 181.848507 181.848507 1175.116249 1449.173485 0.2056309436 274.0567597 430.0165151 2.904742555 -1430.972842
0.445 491.6323407 158.3121927 179.6097465 179.6097465 1184.995557 1460.549513 0.2066699296 275.5534827 431.4509663 2.883650738 -1440.039104
0.45 498.9635915 163.4164515 177.4369674 177.4369674 1194.920169 1471.955651 0.2076878299 277.0350111 432.8755774 2.863140906 -1449.043892
0.455 506.3519439 168.5904141 175.3273296 175.3273296 1204.887496 1483.389798 0.2086855452 278.5018335 434.2904728 2.843202061 -1457.988399
0.46 513.7975329 173.8334629 173.27814 173.27814 1214.89511 1494.849991 0.2096639278 279.9544145 435.6957754 2.823822234 -1466.873867
0.465 521.3004842 179.1450104 171.2868447 171.2868447 1224.940737 1506.334397 0.2106237847 281.3931959 437.0916065 2.804988706 -1475.701572
0.47 528.8609144 184.5244977 169.3510217 169.3510217 1235.022242 1517.841302 0.2115658793 282.8185982 438.4780859 2.786688206 -1484.472818
0.475 536.478932 189.971393 167.4683733 167.4683733 1245.137625 1529.369105 0.2124909345 284.2310213 439.8553319 2.768907074 -1493.18892
0.48 544.1546378 195.4851906 165.6367196 165.6367196 1255.285006 1540.916309 0.2133996345 285.6308462 441.2234614 2.751631401 -1501.851204
0.485 551.8881251 201.0654087 163.8539917 163.8539917 1265.462622 1552.481513 0.2142926274 287.0184357 442.58259 2.734847144 -1510.460992
0.49 559.6794807 206.711589 162.1182254 162.1182254 1275.668819 1564.063408 0.2151705268 288.3941355 443.9328316 2.718540226 -1519.019602
0.495 567.528785 212.4232951 160.4275557 160.4275557 1285.902042 1575.660768 0.2160339142 289.7582754 445.2742989 2.702696622 -1527.528338
0.5 575.4361122 218.2001109 158.7802109 158.7802109 1296.160828 1587.272446 0.2168833407 291.11117 446.6071031 2.687302418 -1535.988491
0.505 583.4015315 224.0416403 157.1745073 157.1745073 1306.443804 1598.89737 0.2177193285 292.4531196 447.931354 2.672343878 -1544.401332
0.51 591.4251063 229.9475055 155.6088444 155.6088444 1316.749678 1610.534533 0.2185423731 293.784411 449.2471601 2.657807477 -1552.76811
0.515 599.5068956 235.9173464 154.0817002 154.0817002 1327.077234 1622.182994 0.2193529445 295.1053182 450.5546283 2.64367995 -1561.090048
0.52 607.6469536 241.9508193 152.5916267 152.5916267 1337.425327 1633.841871 0.2201514888 296.4161033 451.8538642 2.629948309 -1569.368348
0.525 615.8453303 248.0475963 151.1372458 151.1372458 1347.792881 1645.510336 0.2209384296 297.7170171 453.1449719 2.616599873 -1577.604181
0.53 624.1020717 254.2073642 149.7172452 149.7172452 1358.178879 1657.187615 0.2217141692 299.0082995 454.4280542 2.603622282 -1585.79869
0.535 632.41722 260.4298239 148.3303751 148.3303751 1368.582364 1668.872979 0.22247909 300.2901804 455.7032124 2.591003508 -1593.952992
0.54 640.7908138 266.7146896 146.9754444 146.9754444 1379.002434 1680.565747 0.2232335556 301.5628801 456.9705464 2.578731864 -1602.06817
0.545 649.2228887 273.061688 145.6513177 145.6513177 1389.438237 1692.265278 0.2239779118 302.82661 458.2301547 2.566796008 -1610.145283
0.55 657.7134769 279.4705577 144.3569119 144.3569119 1399.88897 1703.970972 0.2247124878 304.0815727 459.4821343 2.555184945 -1618.185356
0.555 666.2626077 285.9410487 143.0911936 143.0911936 1410.353873 1715.682264 0.2254375968 305.3279628 460.7265809 2.543888026 -1626.189386
0.56 674.870308 292.4729214 141.8531766 141.8531766 1420.832231 1727.398624 0.2261535374 306.5659673 461.9635888 2.532894947 -1634.158342
0.565 683.5366016 299.0659465 140.6419188 140.6419188 1431.323364 1739.119554 0.2268605942 307.7957659 463.1932508 2.522195743 -1642.093162
0.57 692.2615103 305.7199042 139.4565201 139.4565201 1441.826633 1750.844587 0.2275590383 309.0175314 464.4156584 2.511780784 -1649.994758
0.575 701.0450536 312.4345839 138.2961206 138.2961206 1452.341432 1762.573283 0.2282491287 310.2314299 465.6309018 2.501640769 -1657.864012
0.58 709.8872486 319.2097835 137.1598975 137.1598975 1462.867187 1774.305228 0.2289311122 311.4376217 466.8390696 2.491766717 -1665.701779
0.585 718.7881106 326.0453089 136.047064 136.047064 1473.403355 1786.040033 0.2296052248 312.6362608 468.0402492 2.482149961 -1673.508888
0.59 727.7476531 332.9409742 134.9568672 134.9568672 1483.949422 1797.777334 0.2302716919 313.8274959 469.2345267 2.47278214 -1681.286141
0.595 736.7658875 339.8966005 133.8885861 133.8885861 1494.504902 1809.516787 0.2309307289 315.0114703 470.4219869 2.46365519 -1689.034317
0.6 745.842824 346.9120159 132.84153 132.84153 1505.069331 1821.258066 0.2315825419 316.1883221 471.6027131 2.454761332 -1696.754166
0.605 754.9784707 353.9870554 131.8150375 131.8150375 1515.642273 1833.00087 0.2322273279 317.3581849 472.7767873 2.446093071 -1704.446418
0.61 764.1728347 361.1215601 130.8084741 130.8084741 1526.223312 1844.74491 0.2328652756 318.5211874 473.9442905 2.437643176 -1712.111777
0.615 773.4259214 368.3153772 129.8212316 129.8212316 1536.812054 1856.489916 0.2334965659 319.6774543 475.1053022 2.429404684 -1719.750926
0.62 782.7377351 375.5683595 128.8527264 128.8527264 1547.408124 1868.235636 0.2341213719 320.8271059 476.2599006 2.421370878 -1727.364524
0.625 792.1082786 382.8803655 127.9023985 127.9023985 1558.011167 1879.981831 0.2347398597 321.9702585 477.4081629 2.413535289 -1734.953212
0.63 801.5375538 390.2512586 126.9697102 126.9697102 1568.620845 1891.728274 0.2353521885 323.107025 478.5501647 2.40589168 -1742.517607
0.635 811.0255614 397.6809074 126.054145 126.054145 1579.236837 1903.474754 0.2359585112 324.2375142 479.6859809 2.398434041 -1750.058309
0.64 820.5723011 405.1691848 125.1552067 125.1552067 1589.858839 1915.221072 0.2365589744 325.3618318 480.8156847 2.391156582 -1757.575896
0.645 830.1777715 412.7159687 124.2724182 124.2724182 1600.486559 1926.967039 0.2371537191 326.4800802 481.9393485 2.38405372 -1765.07093
0.65 839.8419706 420.321141 123.405321 123.405321 1611.119722 1938.712479 0.2377428807 327.5923585 483.0570435 2.377120075 -1772.543954
0.655 849.5648952 427.9845876 122.5534737 122.5534737 1621.758065 1950.457226 0.2383265894 328.698763 484.1688394 2.370350462 -1779.995492
0.66 859.3465414 435.7061985 121.7164519 121.7164519 1632.401338 1962.201121 0.2389049705 329.7993869 485.2748053 2.363739883 -1787.426055
0.665 869.1869047 443.4858672 120.8938468 120.8938468 1643.049302 1973.944018 0.2394781444 330.8943209 486.3750089 2.357283519 -1794.836134
0.67 879.0859797 451.323491 120.085265 120.085265 1653.701731 1985.685777 0.2400462271 331.983653 487.4695169 2.350976725 -1802.226207
0.675 889.0437604 459.2189705 119.2903274 119.2903274 1664.358408 1997.426268 0.2406093304 333.0674684 488.5583949 2.344815021 -1809.596736
0.68 899.0602401 467.1722095 118.5086687 118.5086687 1675.019126 2009.165367 0.2411675619 334.1458504 489.6417075 2.338794087 -1816.948169
0.685 909.1354115 475.1831149 117.7399369 117.7399369 1685.683689 2020.902958 0.2417210254 335.2188795 490.7195181 2.332909756 -1824.28094
0.69 919.269267 483.2515967 116.9837922 116.9837922 1696.35191 2032.638933 0.242269821 336.2866343 491.7918894 2.327158011 -1831.595468
0.695 929.461798 491.3775676 116.2399074 116.2399074 1707.02361 2044.373188 0.2428140451 337.3491911 492.8588829 2.321534973 -1838.89216
0.7 939.7129958 499.5609431 115.5079664 115.5079664 1717.698617 2056.105627 0.243353791 338.4066243 493.9205592 2.316036901 -1846.171412
0.705 950.0228511 507.8016414 114.7876643 114.7876643 1728.376769 2067.836159 0.2438891487 339.459006 494.9769777 2.310660187 -1853.433607
0.71 960.3913541 516.0995829 114.0787065 114.0787065 1739.05791 2079.5647 0.2444202051 340.5064069 496.0281973 2.305401344 -1860.679114
0.715 970.8184946 524.4546908 113.3808087 113.3808087 1749.741891 2091.291168 0.2449470442 341.5488955 497.0742756 2.30025701 -1867.908293
0.72 981.3042622 532.8668902 112.6936962 112.6936962 1760.42857 2103.015489 0.2454697471 342.5865387 498.1152694 2.295223937 -1875.121494
0.725 991.8486458 541.3361089 112.0171035 112.0171035 1771.117811 2114.737593 0.2459883924 343.6194016 499.1512347 2.290298989 -1882.319055
0.73 1002.451634 549.8622763 111.3507739 111.3507739 1781.809485 2126.457412 0.2465030561 344.6475479 500.1822265 2.285479137 -1889.501303
0.735 1013.113216 558.4453242 110.6944593 110.6944593 1792.503467 2138.174885 0.2470138116 345.6710396 501.208299 2.280761455 -1896.668558
0.74 1023.833379 567.0851862 110.0479197 110.0479197 1803.19964 2149.889953 0.2475207303 346.6899371 502.2295055 2.276143118 -1903.821129
0.745 1034.612111 575.7817978 109.4109228 109.4109228 1813.897888 2161.602563 0.248023881 347.7042994 503.2458986 2.271621393 -1910.959315
0.75 1045.449401 584.5350963 108.7832439 108.7832439 1824.598104 2173.312662 0.2485233306 348.7141844 504.2575299 2.267193641 -1918.083409
0.755 1056.345234 593.3450207 108.1646655 108.1646655 1835.300183 2185.020205 0.2490191438 349.7196481 505.2644502 2.262857309 -1925.193692
0.76 1067.299598 602.2115119 107.554977 107.554977 1846.004027 2196.725145 0.2495113835 350.7207457 506.2667099 2.258609931 -1932.29044
0.765 1078.312481 611.134512 106.9539742 106.9539742 1856.70954 2208.427442 0.2500001106 351.7175308 507.264358 2.254449121 -1939.37392
0.77 1089.383868 620.1139651 106.3614596 106.3614596 1867.41663 2220.127056 0.250485384 352.710056 508.2574432 2.250372572 -1946.444391
0.775 1100.513747 629.1498164 105.7772417 105.7772417 1878.125211 2231.823953 0.2509672614 353.6983727 509.2460134 2.24637805 -1953.502104
0.78 1111.702103 638.2420127 105.2011347 105.2011347 1888.835198 2243.518097 0.2514457983 354.6825309 510.2301157 2.242463398 -1960.547306
0.785 1122.948923 647.3905023 104.6329586 104.6329586 1899.546512 2255.209459 0.2519210488 355.6625799 511.2097963 2.238626525 -1967.580233
0.79 1134.254193 656.5952346 104.072539 104.072539 1910.259076 2266.89801 0.2523930656 356.6385677 512.185101 2.234865407 -1974.601118
0.795 1145.617899 665.8561605 103.5197065 103.5197065 1920.972816 2278.583722 0.2528618997 357.6105413 513.1560748 2.231178088 -1981.610186
0.8 1157.040026 675.173232 102.9742967 102.9742967 1931.687661 2290.266572 0.2533276008 358.5785467 514.1227619 2.227562672 -1988.607655
0.805 1168.52056 684.5464023 102.4361503 102.4361503 1942.403544 2301.946536 0.2537902173 359.5426289 515.085206 2.224017321 -1995.593739
0.81 1180.059486 693.9756258 101.9051124 101.9051124 1953.1204 2313.623595 0.2542497961 360.5028322 516.0434502 2.22054026 -2002.568645
0.815 1191.656791 703.460858 101.3810328 101.3810328 1963.838167 2325.297728 0.254706383 361.4591997 516.9975367 2.217129764 -2009.532575
0.82 1203.312458 713.0020555 100.8637656 100.8637656 1974.556785 2336.968919 0.2551600225 362.4117738 517.9475072 2.213784165 -2016.485724
0.825 1215.026475 722.5991758 100.3531689 100.3531689 1985.276197 2348.637152 0.255610758 363.360596 518.8934028 2.210501845 -2023.428285
0.83 1226.798825 732.2521778 99.84910501 99.84910501 1995.996348 2360.302413 0.2560586318 364.3057069 519.8352642 2.207281237 -2030.360443
0.835 1238.629494 741.9610208 99.3514401 99.3514401 2006.717184 2371.964688 0.2565036849 365.2471464 520.773131 2.204120821 -2037.282379
0.84 1250.518467 751.7256654 98.86004405 98.86004405 2017.438657 2383.623967 0.2569459575 366.1849537 521.7070427 2.201019124 -2044.194271
0.845 1262.465729 761.5460731 98.37479034 98.37479034 2028.160716 2395.280239 0.2573854886 367.119167 522.6370379 2.197974716 -2051.09629
0.85 1274.471264 771.4222062 97.89555597 97.89555597 2038.883316 2406.933495 0.2578223165 368.0498239 523.5631549 2.194986212 -2057.988603
0.855 1286.535059 781.3540278 97.42222129 97.42222129 2049.606412 2418.583727 0.2582564783 368.9769614 524.4854312 2.192052268 -2064.871375
0.86 1298.657096 791.3415019 96.9546699 96.9546699 2060.32996 2430.230928 0.2586880102 369.9006157 525.403904 2.189171578 -2071.744763
0.865 1310.837363 801.3845933 96.49278855 96.49278855 2071.053919 2441.875094 0.2591169477 370.8208222 526.3186098 2.186342877 -2078.608925
0.87 1323.075842 811.4832676 96.03646701 96.03646701 2081.778251 2453.516218 0.2595433254 371.737616 527.2295846 2.183564936 -2085.46401
0.875 1335.37252 821.6374909 95.58559799 95.58559799 2092.502917 2465.154298 0.2599671769 372.6510312 528.1368638 2.180836564 -2092.310167
0.88 1347.72738 831.8472304 95.14007702 95.14007702 2103.227879 2476.78933 0.2603885353 373.5611015 529.0404826 2.1781566 -2099.147539
0.885 1360.140408 842.1124537 94.69980239 94.69980239 2113.953104 2488.421313 0.2608074328 374.4678598 529.9404754 2.175523922 -2105.976267
0.89 1372.611588 852.4331292 94.26467503 94.26467503 2124.678558 2500.050244 0.2612239007 375.3713388 530.8368761 2.172937438 -2112.796488
0.895 1385.140905 862.809226 93.83459841 93.83459841 2135.404207 2511.676125 0.2616379699 376.2715701 531.7297185 2.170396086 -2119.608336
0.9 1397.728344 873.2407138 93.4094785 93.4094785 2146.130022 2523.298954 0.2620496705 377.1685853 532.6190355 2.167898835 -2126.411941
0.905 1410.37389 883.7275628 92.98922366 92.98922366 2156.855972 2534.918732 0.2624590317 378.0624149 533.5048597 2.165444685 -2133.207431
0.91 1423.077527 894.2697441 92.57374457 92.57374457 2167.582028 2546.535462 0.2628660825 378.9530894 534.3872233 2.163032663 -2139.99493
0.915 1435.839239 904.867229 92.16295416 92.16295416 2178.308164 2558.149146 0.2632708508 379.8406385 535.266158 2.160661822 -2146.77456
0.92 1448.659013 915.5199896 91.75676754 91.75676754 2189.034351 2569.759786 0.2636733642 380.7250913 536.141695 2.158331242 -2153.546439
0.925 1461.536832 926.2279986 91.3551019 91.3551019 2199.760566 2581.367385 0.2640736497 381.6064768 537.0138653 2.156040031 -2160.310684
0.93 1474.472682 936.991229 90.9578765 90.9578765 2210.486783 2592.971947 0.2644717335 382.4848231 537.8826992 2.153787318 -2167.067406
0.935 1487.466547 947.8096546 90.56501256 90.56501256 2221.212979 2604.573477 0.2648676416 383.3601581 538.7482268 2.151572257 -2173.816718
0.94 1500.518412 958.6832494 90.17643322 90.17643322 2231.939131 2616.17198 0.2652613993 384.2325092 539.6104776 2.149394027 -2180.558728
0.945 1513.628261 969.6119883 89.79206349 89.79206349 2242.665218 2627.76746 0.2656530311 385.1019033 540.4694809 2.147251827 -2187.29354
0.95 1526.796081 980.5958462 89.41183015 89.41183015 2253.391218 2639.359924 0.2660425616 385.9683669 541.3252654 2.145144879 -2194.021259
0.955 1540.021856 991.6347987 89.03566175 89.03566175 2264.117113 2650.949376 0.2664300143 386.8319261 542.1778596 2.143072425 -2200.741985
