# nB[fm-3], eps[MeVfm-3], p[MeVfm-3], M*_p[MeV], M*_n[MeV], chempo_p[MeV], chempo_n[MeV], xp[], kF_p[MeV], kF_n[MeV], gamma_fixYp[], dchempo_delta_dYp[MeV]
0.46 485.7999209 85.44405114 247.6572075 247.6572075 969.6817739 1241.834722 0.192618763 272.1524682 438.8057384 2.414211163 -1408.571386
0.465 492.0209599 87.63873794 245.416268 245.416268 972.98272 1246.579995 0.1935974659 273.5967982 440.2118704 2.401194852 -1416.618989
0.47 498.2657113 89.85448104 243.2229146 243.2229146 976.2919823 1251.319558 0.1945576023 275.0271012 441.6086639 2.388335529 -1424.630814
0.475 504.5341449 92.09090951 241.0757622 241.0757622 979.6085619 1256.052746 0.1954997142 276.4437119 442.996275 2.375636372 -1432.606428
0.48 510.8262271 94.34765995 238.9734696 238.9734696 982.931507 1260.778931 0.1964243272 277.8469545 444.3748549 2.363100004 -1440.545473
0.485 517.1419215 96.62437655 236.9147385 236.9147385 986.2599111 1265.497522 0.1973319507 279.2371432 445.7445499 2.350728536 -1448.44766
0.49 523.4811887 98.92071113 234.8983123 234.8983123 989.5929113 1270.207959 0.1982230783 280.6145824 447.1055019 2.338523609 -1456.312767
0.495 529.8439867 101.2363232 232.9229749 232.9229749 992.9296869 1274.909717 0.1990981881 281.9795669 448.4578481 2.326486434 -1464.140627
0.5 536.2302706 103.5708797 230.9875498 230.9875498 996.2694574 1279.602301 0.1999577428 283.3323825 449.8017222 2.314617826 -1471.931134
0.505 542.6399936 105.9240555 229.0908986 229.0908986 999.6114811 1284.285246 0.2008021904 284.673306 451.1372536 2.302918246 -1479.684226
0.51 549.0731063 108.2955326 227.2319203 227.2319203 1002.955054 1288.958115 0.2016319643 286.0026053 452.4645682 2.291387825 -1487.399893
0.515 555.5295573 110.6850007 225.4095497 225.4095497 1006.299506 1293.620501 0.2024474838 287.3205403 453.7837884 2.280026402 -1495.078165
0.52 562.0092932 113.0921567 223.6227567 223.6227567 1009.644204 1298.272019 0.2032491544 288.6273624 455.0950333 2.268833546 -1502.719109
0.525 568.5122588 115.5167051 221.870545 221.870545 1012.988546 1302.912312 0.2040373683 289.9233155 456.3984189 2.257808585 -1510.32283
0.53 575.038397 117.9583571 220.151951 220.151951 1016.331961 1307.541045 0.2048125046 291.2086357 457.6940579 2.246950632 -1517.889464
0.535 581.5876494 120.4168312 218.4660426 218.4660426 1019.67391 1312.157908 0.2055749298 292.4835517 458.9820605 2.236258602 -1525.419178
0.54 588.1599558 122.8918529 216.8119188 216.8119188 1023.013879 1316.762609 0.2063249983 293.7482854 460.2625339 2.225731239 -1532.912163
0.545 594.7552548 125.3831544 215.1887077 215.1887077 1026.351385 1321.354879 0.2070630525 295.0030516 461.5355828 2.215367132 -1540.368634
0.55 601.3734835 127.8904744 213.5955663 213.5955663 1029.68597 1325.934469 0.2077894234 296.2480585 462.8013093 2.205164732 -1547.788829
0.555 608.014578 130.4135584 212.0316792 212.0316792 1033.0172 1330.501147 0.2085044309 297.483508 464.059813 2.195122371 -1555.173005
0.56 614.6784731 132.9521582 210.4962578 210.4962578 1036.344666 1335.054699 0.2092083841 298.7095959 465.3111914 2.185238274 -1562.521434
